,variable,long_name,component,experiment,frequency,vertical_levels,spatial_domain,units,start_time,end_time,path
424,TAUX,windstress in grid-x direction,ocn,RCP85,monthly,1.0,global_ocean,dyne/centimeter^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-TAUX.zarr
425,TAUX2,windstress**2 in grid-x direction,ocn,RCP85,monthly,1.0,global_ocean,dyne^2/centimeter^4,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-TAUX2.zarr
426,TAUY,windstress in grid-y direction,ocn,RCP85,monthly,1.0,global_ocean,dyne/centimeter^2,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-TAUY.zarr
427,TAUY2,windstress**2 in grid-y direction,ocn,RCP85,monthly,1.0,global_ocean,dyne^2/centimeter^4,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-TAUY2.zarr
428,TEMP,potential temperature,ocn,RCP85,monthly,60.0,global_ocean,degC,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-TEMP.zarr
429,UES,salt flux in grid-x direction,ocn,RCP85,monthly,60.0,global_ocean,gram/kilogram/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-UES.zarr
430,UET,flux of heat in grid-x direction,ocn,RCP85,monthly,60.0,global_ocean,degC/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-UET.zarr
431,UVEL,velocity in grid-x direction,ocn,RCP85,monthly,60.0,global_ocean,centimeter/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-UVEL.zarr
432,VNS,salt flux in grid-y direction,ocn,RCP85,monthly,60.0,global_ocean,gram/kilogram/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-VNS.zarr
433,VNT,flux of heat in grid-y direction,ocn,RCP85,monthly,60.0,global_ocean,degC/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-VNT.zarr
434,VVEL,velocity in grid-y direction,ocn,RCP85,monthly,60.0,global_ocean,centimeter/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-VVEL.zarr
435,WTS,salt flux across top face,ocn,RCP85,monthly,60.0,global_ocean,gram/kilogram/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-WTS.zarr
436,WTT,heat flux across top face,ocn,RCP85,monthly,60.0,global_ocean,degC/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-WTT.zarr
437,WVEL,vertical velocity,ocn,RCP85,monthly,60.0,global_ocean,centimeter/s,2006-01-16 12:00:00,2100-12-16 12:00:00,s3://ncar-cesm-lens/ocn/monthly/cesmLE-RCP85-WVEL.zarr
438,,,ocn,CTRL,static,,global_ocean,,,,s3://ncar-cesm-lens/ocn/static/grid.zarr
439,,,ocn,HIST,static,,global_ocean,,,,s3://ncar-cesm-lens/ocn/static/grid.zarr
440,,,ocn,RCP85,static,,global_ocean,,,,s3://ncar-cesm-lens/ocn/static/grid.zarr
441,,,ocn,20C,static,,global_ocean,,,,s3://ncar-cesm-lens/ocn/static/grid.zarr
